,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.shuffle.sort.bypassMergeThreshold,spark.speculation.interval,spark.speculation.multiplier,spark.speculation.quantile,spark.broadcast.blockSize,spark.io.compression.snappy.blockSize,spark.kryoserializer.buffer.max,spark.kryoserializer.buffer,spark.driver.memory,spark.executor.memory,spark.network.timeout,spark.locality.wait,spark.task.maxFailures,spark.shuffle.compress,spark.memory.fraction,spark.shuffle.spill.compress,spark.broadcast.compress,spark.memory.storageFraction
1765,120m,127k,160,590ms,4,0.9999999999999999,70m,58k,72m,24k,7g,9g,120s,10s,7,true,0.8999999999999999,false,false,0.6
1766,117m,39k,490,690ms,5,0.5,96m,102k,64m,96k,11g,10g,60s,6s,2,false,0.5,false,false,0.8999999999999999
1767,93m,41k,800,320ms,5,0.9999999999999999,6m,70k,100m,46k,7g,16g,140s,5s,4,true,0.7,true,false,0.5
1768,95m,116k,780,740ms,1,0.8999999999999999,14m,104k,120m,46k,12g,10g,460s,8s,8,true,0.5,false,false,0.6
1769,87m,110k,320,630ms,2,0.5,66m,102k,92m,80k,7g,15g,60s,8s,8,true,0.7,true,false,0.7999999999999999
1770,62m,31k,760,670ms,5,0.7,10m,88k,116m,120k,12g,6g,140s,10s,5,false,0.8999999999999999,true,false,0.6
1771,61m,65k,440,170ms,1,0.6,70m,49k,84m,30k,11g,14g,380s,7s,5,false,0.9999999999999999,false,true,0.5
1772,33m,37k,860,760ms,5,0.8999999999999999,14m,26k,96m,98k,11g,9g,120s,10s,3,false,0.8999999999999999,true,true,0.7999999999999999
1773,118m,107k,410,530ms,4,0.7,20m,48k,106m,62k,12g,8g,340s,4s,5,false,0.7,false,false,0.9999999999999999
1774,123m,120k,120,560ms,1,0.7,100m,64k,110m,94k,7g,8g,180s,9s,1,true,0.7,true,false,0.6
1775,74m,84k,830,500ms,5,0.8999999999999999,64m,67k,76m,74k,7g,16g,120s,10s,1,true,0.7999999999999999,false,false,0.6
1776,77m,104k,120,800ms,5,0.6,74m,25k,80m,100k,10g,10g,60s,3s,3,false,0.9999999999999999,false,true,0.8999999999999999
1777,34m,99k,750,460ms,3,0.8999999999999999,72m,95k,28m,128k,12g,16g,120s,9s,6,true,0.7999999999999999,true,true,0.8999999999999999
1778,40m,98k,760,580ms,1,0.7999999999999999,44m,103k,104m,54k,10g,7g,480s,6s,7,true,0.8999999999999999,false,true,0.7999999999999999
1779,89m,116k,800,930ms,5,0.8999999999999999,40m,119k,50m,84k,10g,14g,360s,7s,7,true,0.8999999999999999,false,true,0.5
1780,88m,34k,730,370ms,2,0.5,74m,119k,32m,114k,8g,13g,480s,10s,7,false,0.5,false,true,0.7
1781,122m,114k,220,470ms,5,0.6,54m,118k,60m,70k,12g,6g,320s,8s,1,false,0.8999999999999999,false,true,0.5
1782,109m,110k,960,700ms,4,0.7,8m,91k,126m,42k,8g,14g,40s,9s,6,true,0.7999999999999999,false,false,0.9999999999999999
1783,92m,50k,670,190ms,1,0.7,40m,111k,44m,82k,6g,16g,120s,2s,2,true,0.8999999999999999,false,false,0.8999999999999999
1784,88m,59k,100,410ms,1,0.7,52m,124k,106m,26k,6g,14g,140s,10s,7,true,0.8999999999999999,true,true,0.7999999999999999
1785,41m,83k,670,280ms,2,0.7,10m,84k,68m,32k,6g,6g,60s,9s,4,true,0.6,false,false,0.7
1786,65m,87k,230,800ms,3,0.8999999999999999,100m,85k,96m,24k,11g,16g,480s,10s,5,true,0.8999999999999999,true,false,0.8999999999999999
1787,63m,105k,280,120ms,5,0.9999999999999999,30m,44k,96m,74k,12g,11g,80s,3s,5,false,0.7999999999999999,true,false,0.7
1788,77m,95k,390,940ms,3,0.8999999999999999,4m,65k,122m,26k,9g,14g,500s,6s,1,true,0.6,false,true,0.6
1789,99m,103k,400,990ms,3,0.5,100m,120k,108m,108k,11g,8g,220s,3s,4,false,0.8999999999999999,true,true,0.8999999999999999
1790,71m,60k,920,410ms,1,0.9999999999999999,120m,80k,24m,48k,11g,8g,500s,10s,4,true,0.5,false,false,0.6
1791,123m,123k,580,810ms,2,0.7999999999999999,4m,109k,46m,50k,9g,8g,260s,9s,5,false,0.8999999999999999,false,false,0.9999999999999999
1792,102m,71k,200,740ms,3,0.7,80m,90k,36m,74k,11g,11g,340s,9s,5,true,0.5,false,false,0.7
1793,25m,77k,980,140ms,3,0.8999999999999999,28m,35k,122m,114k,9g,10g,460s,10s,1,true,0.7,false,false,0.9999999999999999
1794,112m,51k,430,350ms,3,0.7,68m,82k,70m,104k,9g,16g,60s,4s,7,false,0.7,true,true,0.5
1795,96m,51k,270,350ms,1,0.7,126m,122k,120m,104k,11g,11g,160s,4s,5,false,0.9999999999999999,false,false,0.7
1796,39m,70k,300,210ms,2,0.8999999999999999,16m,96k,28m,46k,9g,13g,260s,8s,1,false,0.7,false,false,0.7999999999999999
1797,113m,35k,430,550ms,1,0.7999999999999999,58m,73k,74m,92k,6g,14g,80s,8s,5,false,0.7,false,false,0.5
1798,33m,48k,700,500ms,1,0.6,32m,110k,42m,126k,7g,10g,500s,10s,4,false,0.7999999999999999,false,false,0.6
1799,120m,121k,520,260ms,5,0.7999999999999999,52m,24k,94m,122k,7g,13g,440s,1s,4,false,0.6,false,false,0.8999999999999999
1800,91m,98k,990,310ms,2,0.8999999999999999,76m,53k,30m,30k,10g,6g,120s,8s,2,true,0.6,false,false,0.6
1801,51m,83k,620,860ms,2,0.7,118m,27k,64m,118k,6g,10g,200s,5s,5,true,0.9999999999999999,false,false,0.5
1802,104m,56k,830,390ms,1,0.5,66m,29k,124m,100k,7g,7g,400s,3s,1,true,0.7,false,false,0.7
1803,54m,97k,770,470ms,4,0.7,122m,60k,106m,112k,12g,11g,60s,3s,8,true,0.9999999999999999,false,false,0.8999999999999999
1804,117m,32k,220,290ms,3,0.9999999999999999,94m,61k,30m,68k,6g,11g,380s,8s,4,false,0.7999999999999999,false,false,0.5
1805,43m,37k,440,380ms,2,0.8999999999999999,102m,45k,102m,124k,7g,6g,120s,9s,2,false,0.9999999999999999,false,false,0.6
1806,119m,48k,100,770ms,3,0.9999999999999999,84m,53k,68m,72k,9g,9g,360s,6s,8,true,0.5,true,false,0.5
1807,62m,85k,660,400ms,2,0.7,86m,105k,98m,28k,8g,15g,400s,4s,3,true,0.9999999999999999,true,true,0.8999999999999999
1808,39m,82k,860,800ms,2,0.9999999999999999,78m,46k,54m,106k,9g,6g,60s,6s,7,false,0.6,false,false,0.9999999999999999
1809,121m,83k,140,320ms,2,0.7,46m,108k,104m,90k,6g,16g,200s,6s,1,false,0.6,true,false,0.9999999999999999
1810,112m,59k,710,840ms,4,0.7999999999999999,24m,28k,110m,74k,6g,14g,240s,4s,6,false,0.5,true,true,0.6
1811,70m,51k,610,430ms,4,0.8999999999999999,86m,70k,86m,118k,6g,9g,20s,6s,6,true,0.6,false,false,0.8999999999999999
1812,44m,65k,420,360ms,4,0.5,60m,106k,126m,48k,6g,6g,420s,8s,8,true,0.9999999999999999,true,false,0.6
1813,55m,64k,900,990ms,5,0.7,82m,125k,82m,30k,9g,13g,80s,2s,6,true,0.5,true,false,0.9999999999999999
1814,61m,107k,540,900ms,5,0.7999999999999999,90m,48k,94m,48k,6g,7g,400s,9s,8,false,0.8999999999999999,false,true,0.7
1815,125m,42k,170,420ms,4,0.6,102m,40k,32m,24k,11g,10g,260s,1s,3,false,0.8999999999999999,true,false,0.5
1816,42m,85k,900,880ms,1,0.8999999999999999,46m,30k,108m,24k,8g,9g,380s,2s,6,true,0.7999999999999999,false,false,0.6
1817,121m,73k,120,130ms,4,0.7999999999999999,126m,42k,58m,54k,11g,13g,40s,8s,1,true,0.9999999999999999,true,true,0.7999999999999999
1818,125m,111k,500,630ms,2,0.7999999999999999,18m,75k,30m,54k,11g,10g,180s,8s,1,true,0.8999999999999999,false,false,0.7999999999999999
1819,39m,108k,440,720ms,4,0.5,120m,59k,60m,120k,10g,14g,120s,5s,2,false,0.9999999999999999,true,true,0.6
1820,116m,24k,450,540ms,5,0.5,64m,68k,26m,66k,7g,15g,340s,10s,3,false,0.7,false,false,0.6
1821,121m,45k,240,220ms,1,0.6,30m,55k,28m,38k,11g,15g,380s,3s,4,true,0.9999999999999999,false,false,0.7999999999999999
1822,24m,58k,630,380ms,2,0.8999999999999999,104m,59k,110m,44k,6g,13g,480s,10s,7,false,0.7,true,true,0.7999999999999999
1823,64m,93k,230,690ms,3,0.9999999999999999,54m,81k,28m,126k,6g,14g,300s,6s,7,true,0.6,false,false,0.7999999999999999
1824,116m,97k,360,580ms,5,0.9999999999999999,2m,109k,100m,90k,6g,16g,60s,10s,3,true,0.7999999999999999,true,false,0.6
1825,69m,100k,750,870ms,4,0.5,74m,104k,126m,100k,11g,7g,100s,5s,5,false,0.8999999999999999,true,true,0.9999999999999999
1826,108m,87k,740,890ms,2,0.8999999999999999,86m,110k,110m,70k,10g,6g,240s,3s,1,false,0.8999999999999999,true,true,0.9999999999999999
1827,107m,33k,420,280ms,4,0.6,50m,34k,118m,66k,12g,15g,160s,2s,6,false,0.6,false,false,0.5
1828,94m,33k,910,230ms,3,0.7,116m,86k,80m,128k,12g,11g,300s,1s,2,false,0.7,true,false,0.6
1829,87m,27k,870,110ms,3,0.7999999999999999,56m,37k,36m,126k,9g,9g,240s,9s,4,true,0.6,false,false,0.5
1830,42m,121k,600,220ms,2,0.7999999999999999,66m,72k,120m,82k,8g,10g,40s,9s,6,true,0.9999999999999999,true,false,0.7999999999999999
1831,48m,105k,550,180ms,2,0.8999999999999999,22m,35k,40m,96k,11g,12g,400s,7s,2,false,0.7,true,true,0.7
1832,58m,52k,460,470ms,2,0.9999999999999999,22m,112k,124m,24k,6g,14g,240s,3s,5,false,0.5,true,true,0.7
1833,118m,106k,680,720ms,1,0.8999999999999999,126m,64k,74m,118k,6g,12g,140s,2s,5,true,0.9999999999999999,true,true,0.8999999999999999
1834,114m,88k,250,780ms,4,0.5,100m,98k,106m,62k,9g,7g,360s,4s,6,false,0.9999999999999999,true,false,0.9999999999999999
1835,55m,67k,950,290ms,5,0.5,28m,122k,24m,90k,12g,14g,80s,10s,2,false,0.7999999999999999,true,false,0.7
1836,102m,89k,490,460ms,1,0.5,10m,60k,60m,36k,12g,7g,160s,8s,8,false,0.7999999999999999,false,false,0.7999999999999999
1837,90m,43k,780,190ms,2,0.5,122m,93k,50m,104k,11g,6g,140s,1s,4,true,0.7,false,false,0.9999999999999999
1838,116m,67k,190,920ms,1,0.7999999999999999,20m,94k,44m,108k,6g,11g,460s,4s,6,false,0.7999999999999999,false,true,0.8999999999999999
1839,85m,94k,190,250ms,3,0.7999999999999999,112m,127k,64m,100k,8g,12g,280s,5s,5,false,0.6,true,false,0.9999999999999999
1840,86m,70k,110,440ms,1,0.6,58m,44k,108m,38k,6g,7g,200s,5s,7,true,0.9999999999999999,true,true,0.8999999999999999
1841,57m,106k,420,520ms,5,0.5,38m,89k,84m,46k,6g,8g,280s,6s,4,false,0.6,false,false,0.7
1842,85m,84k,440,230ms,1,0.5,50m,120k,26m,82k,7g,12g,480s,2s,1,true,0.7,false,false,0.7999999999999999
1843,38m,117k,930,290ms,5,0.9999999999999999,106m,63k,90m,120k,11g,16g,500s,5s,1,false,0.6,true,false,0.6
1844,54m,80k,380,640ms,4,0.7,2m,77k,30m,78k,10g,14g,220s,5s,6,true,0.7999999999999999,true,true,0.5
1845,111m,86k,770,240ms,1,0.8999999999999999,114m,97k,66m,98k,12g,13g,460s,10s,6,false,0.8999999999999999,true,false,0.7
1846,77m,122k,130,780ms,3,0.7,78m,124k,74m,68k,8g,10g,340s,1s,1,true,0.7999999999999999,true,true,0.8999999999999999
1847,27m,32k,530,720ms,4,0.7999999999999999,118m,48k,94m,94k,8g,6g,240s,8s,6,true,0.9999999999999999,false,false,0.7
1848,39m,85k,910,550ms,5,0.8999999999999999,84m,101k,26m,76k,12g,15g,480s,1s,4,false,0.6,true,true,0.8999999999999999
1849,127m,49k,410,910ms,4,0.9999999999999999,36m,104k,122m,96k,7g,16g,20s,3s,8,false,0.7,true,false,0.5
1850,127m,122k,890,800ms,2,0.7999999999999999,4m,83k,96m,38k,6g,6g,440s,9s,2,true,0.7999999999999999,false,true,0.7999999999999999
1851,26m,81k,820,590ms,3,0.9999999999999999,84m,64k,116m,128k,6g,16g,80s,3s,3,false,0.7,true,true,0.5
1852,86m,59k,150,580ms,4,0.7999999999999999,112m,26k,58m,96k,11g,11g,240s,7s,5,false,0.5,false,true,0.7
1853,99m,66k,510,520ms,3,0.9999999999999999,64m,28k,98m,32k,9g,9g,120s,4s,3,true,0.8999999999999999,false,true,0.9999999999999999
1854,108m,51k,870,430ms,1,0.8999999999999999,50m,29k,32m,32k,10g,15g,400s,6s,4,true,0.6,true,false,0.8999999999999999
1855,86m,82k,180,580ms,1,0.6,66m,56k,24m,98k,10g,8g,140s,7s,6,false,0.6,true,true,0.9999999999999999
1856,46m,32k,570,230ms,1,0.8999999999999999,118m,66k,84m,108k,12g,7g,240s,8s,2,true,0.6,false,true,0.6
1857,56m,52k,740,240ms,4,0.7999999999999999,32m,52k,30m,96k,6g,14g,320s,3s,4,true,0.7999999999999999,false,false,0.5
1858,25m,52k,680,540ms,4,0.7999999999999999,106m,122k,76m,90k,7g,11g,140s,10s,4,true,0.7,true,true,0.7
1859,55m,104k,210,780ms,5,0.9999999999999999,102m,102k,60m,104k,11g,10g,40s,8s,6,true,0.9999999999999999,false,false,0.6
1860,52m,89k,700,630ms,3,0.9999999999999999,110m,35k,98m,84k,12g,6g,500s,1s,3,true,0.8999999999999999,true,false,0.8999999999999999
1861,57m,84k,640,720ms,2,0.5,8m,32k,82m,96k,6g,7g,360s,8s,7,true,0.5,false,false,0.9999999999999999
1862,25m,123k,220,350ms,2,0.8999999999999999,80m,89k,84m,98k,11g,7g,400s,9s,3,false,0.9999999999999999,true,false,0.9999999999999999
1863,40m,97k,730,840ms,5,0.5,84m,86k,82m,48k,8g,11g,40s,6s,6,true,0.7,true,true,0.6
1864,108m,79k,470,740ms,3,0.5,70m,125k,126m,124k,8g,10g,420s,3s,6,true,0.5,false,true,0.6
1865,91m,92k,820,390ms,2,0.6,68m,29k,82m,38k,11g,16g,100s,6s,8,false,0.6,false,false,0.6
1866,76m,31k,160,830ms,5,0.8999999999999999,22m,75k,70m,126k,10g,12g,380s,9s,7,true,0.7999999999999999,true,false,0.9999999999999999
1867,25m,31k,870,830ms,1,0.9999999999999999,16m,53k,66m,114k,9g,15g,360s,6s,3,true,0.7,true,false,0.7999999999999999
1868,32m,118k,750,780ms,5,0.7,50m,63k,80m,108k,8g,10g,500s,3s,7,true,0.7,false,true,0.7
1869,122m,35k,350,870ms,5,0.9999999999999999,122m,110k,128m,98k,9g,6g,280s,5s,8,false,0.7999999999999999,true,false,0.5
1870,78m,61k,960,450ms,1,0.5,82m,108k,52m,106k,8g,15g,20s,8s,2,true,0.7999999999999999,true,true,0.6
1871,128m,31k,270,290ms,2,0.9999999999999999,22m,115k,108m,104k,6g,6g,400s,8s,4,false,0.8999999999999999,false,true,0.5
1872,49m,79k,510,100ms,1,0.8999999999999999,38m,91k,114m,70k,12g,6g,280s,5s,3,true,0.8999999999999999,true,false,0.7999999999999999
1873,47m,77k,780,660ms,4,0.6,74m,126k,110m,116k,10g,13g,300s,10s,5,false,0.7,true,true,0.5
1874,79m,71k,810,840ms,2,0.7,10m,30k,82m,38k,12g,12g,260s,5s,3,false,0.7,true,false,0.5
1875,113m,86k,200,620ms,2,0.7,8m,52k,30m,82k,9g,11g,380s,9s,8,true,0.7,false,true,0.6
1876,112m,127k,300,680ms,1,0.7999999999999999,46m,85k,24m,84k,9g,16g,340s,3s,3,false,0.8999999999999999,false,true,0.7999999999999999
1877,51m,65k,350,1000ms,2,0.6,12m,64k,100m,44k,6g,16g,40s,1s,2,false,0.7999999999999999,false,true,0.8999999999999999
1878,29m,46k,360,740ms,1,0.5,94m,41k,112m,124k,10g,13g,440s,3s,3,true,0.7999999999999999,false,false,0.5
1879,104m,66k,220,310ms,1,0.6,88m,74k,28m,126k,7g,13g,260s,7s,6,true,0.5,true,true,0.5
1880,56m,83k,100,480ms,4,0.7,52m,84k,70m,56k,7g,8g,100s,2s,5,false,0.7,false,false,0.7
1881,98m,107k,180,570ms,5,0.7,116m,71k,96m,58k,12g,15g,240s,4s,4,true,0.8999999999999999,false,false,0.8999999999999999
1882,41m,56k,180,230ms,3,0.7,110m,43k,50m,112k,9g,14g,120s,9s,6,false,0.7999999999999999,true,true,0.9999999999999999
1883,78m,61k,290,350ms,5,0.9999999999999999,66m,127k,42m,60k,7g,14g,160s,7s,8,false,0.5,false,false,0.7999999999999999
1884,57m,119k,850,470ms,2,0.7999999999999999,72m,32k,68m,68k,7g,10g,440s,8s,2,false,0.8999999999999999,true,false,0.5
1885,102m,127k,120,630ms,4,0.9999999999999999,94m,48k,70m,120k,9g,6g,160s,8s,5,false,0.6,false,false,0.7
1886,86m,34k,830,680ms,5,0.5,78m,58k,128m,120k,8g,9g,40s,9s,4,true,0.8999999999999999,true,true,0.7999999999999999
1887,32m,90k,140,270ms,4,0.9999999999999999,40m,67k,62m,74k,11g,11g,300s,2s,3,true,0.7999999999999999,false,true,0.5
1888,103m,92k,620,700ms,1,0.7,48m,61k,110m,98k,7g,12g,480s,6s,7,false,0.7,true,false,0.7999999999999999
1889,51m,53k,540,180ms,4,0.6,48m,102k,68m,28k,8g,16g,220s,10s,4,true,0.7999999999999999,false,true,0.8999999999999999
1890,75m,36k,760,950ms,3,0.9999999999999999,116m,28k,48m,42k,9g,14g,60s,6s,7,true,0.5,true,false,0.7999999999999999
1891,99m,53k,740,440ms,3,0.8999999999999999,116m,112k,36m,110k,12g,12g,340s,10s,1,true,0.9999999999999999,true,false,0.8999999999999999
1892,69m,102k,980,370ms,1,0.9999999999999999,114m,68k,70m,64k,7g,9g,460s,6s,3,true,0.5,true,false,0.9999999999999999
1893,122m,105k,450,740ms,3,0.7999999999999999,38m,88k,26m,110k,6g,6g,160s,4s,1,true,0.6,true,false,0.7999999999999999
1894,101m,62k,560,540ms,4,0.9999999999999999,118m,27k,58m,26k,9g,11g,340s,8s,5,false,0.8999999999999999,true,true,0.5
1895,44m,88k,920,420ms,1,0.5,108m,115k,102m,104k,10g,10g,80s,9s,1,true,0.7999999999999999,true,false,0.8999999999999999
1896,116m,34k,290,680ms,3,0.7999999999999999,74m,98k,72m,78k,9g,7g,340s,5s,1,true,0.8999999999999999,false,false,0.8999999999999999
1897,110m,47k,370,890ms,4,0.5,44m,112k,100m,38k,12g,9g,240s,4s,3,false,0.6,false,false,0.6
1898,74m,56k,700,120ms,4,0.8999999999999999,102m,40k,40m,126k,10g,16g,80s,10s,7,false,0.7,true,true,0.7
1899,88m,93k,700,610ms,4,0.9999999999999999,12m,108k,102m,116k,11g,10g,60s,10s,1,true,0.8999999999999999,false,true,0.6
1900,55m,89k,910,340ms,5,0.9999999999999999,90m,103k,120m,32k,10g,6g,280s,8s,6,false,0.7,false,false,0.9999999999999999
1901,84m,64k,350,200ms,1,0.9999999999999999,102m,48k,28m,124k,7g,6g,320s,7s,6,true,0.7999999999999999,true,true,0.5
1902,76m,108k,210,820ms,5,0.5,74m,93k,116m,98k,11g,11g,440s,1s,2,true,0.9999999999999999,false,false,0.7
1903,94m,114k,940,450ms,3,0.6,48m,106k,46m,98k,6g,7g,440s,2s,1,false,0.5,true,true,0.7999999999999999
1904,50m,47k,900,130ms,1,0.9999999999999999,20m,103k,100m,38k,12g,9g,480s,10s,2,true,0.7999999999999999,false,false,0.7999999999999999
1905,51m,39k,330,980ms,2,0.9999999999999999,8m,119k,104m,64k,10g,12g,40s,1s,8,false,0.7,true,false,0.8999999999999999
1906,103m,26k,990,540ms,2,0.8999999999999999,58m,36k,108m,56k,11g,12g,220s,1s,3,true,0.5,true,true,0.6
1907,105m,90k,250,680ms,3,0.6,36m,65k,112m,112k,6g,6g,280s,1s,5,true,0.9999999999999999,true,false,0.9999999999999999
1908,86m,105k,750,520ms,2,0.6,66m,110k,128m,54k,12g,7g,40s,8s,7,true,0.5,false,true,0.7999999999999999
1909,88m,66k,370,680ms,5,0.7,50m,56k,108m,116k,8g,8g,140s,4s,1,false,0.5,false,true,0.7999999999999999
1910,113m,45k,110,350ms,4,0.6,30m,44k,86m,38k,6g,12g,380s,10s,5,true,0.7999999999999999,true,false,0.7
1911,76m,76k,350,650ms,4,0.8999999999999999,110m,105k,30m,50k,12g,16g,300s,6s,6,false,0.6,true,true,0.7999999999999999
1912,125m,64k,130,920ms,1,0.8999999999999999,74m,52k,106m,128k,8g,14g,440s,3s,7,false,0.5,true,true,0.9999999999999999
1913,120m,25k,990,890ms,5,0.5,4m,114k,40m,122k,12g,8g,380s,2s,8,false,0.7999999999999999,true,false,0.7
1914,28m,93k,130,360ms,2,0.7999999999999999,122m,114k,64m,94k,7g,9g,380s,9s,4,true,0.6,true,false,0.6
1915,118m,75k,300,880ms,3,0.8999999999999999,100m,51k,54m,50k,11g,11g,240s,2s,7,true,0.7,false,false,0.9999999999999999
1916,51m,59k,300,280ms,3,0.7999999999999999,28m,41k,88m,60k,8g,13g,140s,3s,5,true,0.8999999999999999,true,true,0.7999999999999999
1917,99m,74k,730,890ms,4,0.7999999999999999,114m,63k,118m,82k,12g,9g,20s,7s,2,false,0.8999999999999999,true,false,0.8999999999999999
1918,93m,54k,630,440ms,3,0.5,40m,73k,112m,24k,12g,13g,220s,10s,8,true,0.9999999999999999,true,true,0.8999999999999999
1919,121m,42k,850,630ms,1,0.7999999999999999,48m,103k,108m,92k,7g,16g,60s,8s,4,false,0.8999999999999999,true,true,0.5
1920,40m,43k,330,630ms,5,0.7999999999999999,2m,119k,62m,96k,12g,15g,400s,6s,1,false,0.7999999999999999,true,true,0.8999999999999999
1921,48m,86k,950,970ms,4,0.7,122m,40k,68m,110k,8g,15g,420s,7s,1,true,0.8999999999999999,true,true,0.6
1922,110m,73k,860,770ms,2,0.5,68m,87k,80m,28k,9g,12g,400s,4s,7,false,0.8999999999999999,true,false,0.7999999999999999
1923,39m,85k,530,100ms,1,0.7999999999999999,64m,100k,32m,72k,10g,15g,120s,8s,8,true,0.5,true,true,0.7999999999999999
1924,119m,26k,150,390ms,3,0.6,38m,82k,110m,100k,12g,13g,400s,7s,6,false,0.9999999999999999,false,false,0.6
1925,74m,91k,800,300ms,1,0.7,114m,117k,52m,62k,8g,11g,300s,10s,7,true,0.8999999999999999,true,true,0.7999999999999999
1926,97m,116k,380,330ms,1,0.7999999999999999,116m,114k,90m,100k,10g,9g,60s,5s,1,false,0.7999999999999999,true,false,0.7
1927,103m,71k,670,380ms,3,0.7999999999999999,128m,107k,56m,32k,12g,13g,440s,7s,5,false,0.9999999999999999,true,true,0.7
1928,74m,27k,690,580ms,1,0.7999999999999999,86m,24k,24m,40k,11g,15g,460s,3s,2,false,0.7,true,true,0.9999999999999999
1929,73m,55k,920,790ms,4,0.8999999999999999,104m,92k,106m,58k,8g,16g,160s,5s,8,false,0.7999999999999999,false,false,0.9999999999999999
1930,110m,45k,830,330ms,5,0.6,40m,64k,86m,80k,11g,6g,100s,7s,4,false,0.6,false,true,0.5
1931,43m,106k,870,990ms,2,0.9999999999999999,70m,98k,68m,128k,10g,14g,240s,6s,8,false,0.5,false,true,0.6
1932,53m,47k,330,160ms,2,0.7999999999999999,66m,66k,30m,90k,10g,11g,360s,10s,6,true,0.6,true,false,0.9999999999999999
1933,73m,64k,250,290ms,1,0.6,40m,81k,112m,54k,9g,10g,460s,7s,3,true,0.8999999999999999,true,true,0.7
1934,51m,69k,300,180ms,2,0.8999999999999999,126m,57k,106m,94k,6g,7g,440s,6s,2,false,0.7,false,false,0.9999999999999999
1935,59m,127k,410,810ms,5,0.8999999999999999,12m,36k,96m,54k,11g,11g,240s,8s,7,true,0.8999999999999999,false,true,0.7
1936,102m,85k,420,500ms,5,0.6,48m,37k,82m,124k,6g,16g,60s,4s,5,false,0.6,true,true,0.8999999999999999
1937,59m,75k,780,410ms,5,0.9999999999999999,54m,46k,90m,42k,11g,6g,300s,1s,2,false,0.5,false,true,0.7999999999999999
1938,80m,66k,110,830ms,4,0.9999999999999999,16m,112k,50m,104k,6g,15g,260s,5s,6,true,0.7,true,false,0.7999999999999999
1939,101m,48k,330,180ms,2,0.9999999999999999,66m,84k,94m,46k,11g,9g,60s,2s,1,true,0.8999999999999999,false,true,0.9999999999999999
1940,113m,77k,800,820ms,2,0.8999999999999999,28m,119k,44m,80k,11g,12g,500s,2s,7,true,0.8999999999999999,true,true,0.7
1941,66m,48k,640,310ms,3,0.9999999999999999,76m,113k,104m,62k,8g,9g,460s,6s,1,true,0.8999999999999999,true,false,0.7999999999999999
1942,45m,111k,150,500ms,2,0.5,128m,115k,40m,106k,10g,9g,480s,4s,2,false,0.7,true,false,0.7
1943,61m,27k,700,130ms,2,0.6,66m,97k,70m,62k,12g,11g,220s,4s,3,false,0.6,false,true,0.6
1944,59m,54k,200,220ms,4,0.5,100m,66k,116m,32k,6g,12g,340s,9s,8,true,0.7,true,false,0.5
1945,93m,59k,830,160ms,3,0.5,26m,103k,74m,72k,12g,8g,140s,2s,7,false,0.7999999999999999,true,false,0.7
1946,67m,61k,160,700ms,3,0.6,6m,86k,106m,118k,8g,12g,60s,1s,4,true,0.6,false,false,0.7999999999999999
1947,112m,64k,240,650ms,5,0.7,106m,118k,28m,118k,12g,9g,380s,9s,8,true,0.7,false,true,0.9999999999999999
1948,80m,114k,660,730ms,5,0.7999999999999999,52m,62k,74m,108k,9g,8g,240s,10s,4,true,0.6,false,true,0.8999999999999999
1949,118m,54k,370,580ms,4,0.5,50m,71k,126m,70k,12g,6g,80s,4s,2,true,0.7,true,false,0.9999999999999999
1950,53m,83k,870,530ms,1,0.7999999999999999,38m,84k,94m,88k,12g,9g,100s,10s,1,true,0.6,true,true,0.5
1951,78m,103k,210,660ms,4,0.7,114m,64k,98m,54k,8g,8g,240s,9s,4,true,0.8999999999999999,true,false,0.6
1952,72m,74k,750,610ms,5,0.7,6m,77k,96m,36k,12g,11g,20s,10s,6,false,0.7,true,true,0.6
1953,122m,51k,140,700ms,2,0.8999999999999999,92m,68k,106m,64k,9g,12g,340s,10s,2,false,0.9999999999999999,false,true,0.8999999999999999
1954,99m,103k,870,370ms,2,0.7999999999999999,4m,33k,78m,44k,7g,8g,220s,7s,1,false,0.8999999999999999,false,true,0.9999999999999999
1955,97m,90k,750,120ms,1,0.9999999999999999,122m,110k,80m,32k,8g,7g,400s,6s,3,false,0.9999999999999999,false,false,0.5
1956,33m,38k,420,930ms,5,0.8999999999999999,52m,69k,96m,104k,8g,14g,460s,9s,8,true,0.5,false,true,0.8999999999999999
1957,110m,39k,230,950ms,4,0.6,98m,67k,126m,124k,7g,12g,480s,5s,8,false,0.7999999999999999,true,true,0.8999999999999999
1958,50m,126k,990,650ms,5,0.6,20m,53k,70m,116k,7g,13g,180s,10s,8,false,0.7999999999999999,false,false,0.5
1959,88m,90k,150,660ms,1,0.7,48m,46k,92m,40k,12g,14g,120s,3s,6,true,0.9999999999999999,false,false,0.7999999999999999
1960,107m,44k,890,180ms,2,0.8999999999999999,18m,70k,86m,84k,10g,15g,200s,8s,2,true,0.6,false,true,0.5
1961,80m,104k,830,670ms,2,0.8999999999999999,94m,58k,30m,124k,10g,8g,140s,5s,3,true,0.7,true,true,0.8999999999999999
1962,115m,86k,200,520ms,1,0.9999999999999999,92m,111k,84m,110k,10g,16g,140s,6s,6,true,0.9999999999999999,false,true,0.5
1963,46m,123k,560,370ms,5,0.7999999999999999,6m,96k,122m,46k,8g,13g,140s,9s,4,true,0.8999999999999999,true,true,0.7
